id,policy_title,description_short,agency,policy_area,status,status_detail,status_source,p2025_page,last_updated,status_bucket
200,Abortion/Reproductive Health,DOJ should commit to litigating the defense of those funding decisions promptly to the Supreme Court in order to maximize HHS’s ability to withdraw funds from entities that violate the Weldon Amendment,U.S. Department of Health and Human Services,Abortion/Reproductive Health,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,472,2026-02-11,Not initiated
201,Abortion/Reproductive Health,HHS should reinstate the Trump Administration regulation on abortion separate payment and enforce what the plain text of Section 1303 requires,U.S. Department of Health and Human Services,Abortion/Reproductive Health,Initiated/Attempted,CMS released guidance on section 1303 payments,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,473,2026-02-11,In progress
202,Abortion/Reproductive Health,CMS should ensure that consumers pay separate charges for abortion coverage,U.S. Department of Health and Human Services,Abortion/Reproductive Health,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,473,2026-02-11,Not initiated
203,Abortion/Reproductive Health,HHS should undertake a full audit to determine compliance or noncompliance with the Hyde amendment and similar funding restrictions in HHS programs,U.S. Department of Health and Human Services,Abortion/Reproductive Health,Initiated/Attempted,EO 14182,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,473,2026-02-11,In progress
204,Abortion/Reproductive Health,HHS should reverse the pro-abortion “interpretations” added to the Emergency Medical Treatment and Active Labor Act,U.S. Department of Health and Human Services,Abortion/Reproductive Health,Completed,CMS rescinded 2022 guidance on EMTALA,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,473,2026-02-11,Completed
205,Abortion/Reproductive Health,HHS should end CMS and state agency investigations into cases of alleged refusals to perform abortions,U.S. Department of Health and Human Services,Abortion/Reproductive Health,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,474,2026-02-11,Not initiated
206,Abortion/Reproductive Health,"DOJ should agree to eliminate existing injunctions against pro-life states, withdraw its enforcement lawsuits, and in lawsuits against CMS on the guidance agree to injunctions against CMS and withdraw appeals of injunctions",U.S. Department of Health and Human Services,Abortion/Reproductive Health,Completed,DOJ drops lawsuit seeking to protect emergency access to abortion in Idaho | Healthcare Dive,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,474,2026-02-11,Completed
207,LGBTQ+ Equity,"CMS should repromulgate its 2016 decision that CMS could not issue a
National Coverage Determination (NCD) regarding “gender reassignment
surgery” for Medicare beneficiaries",U.S. Department of Health and Human Services,LGBTQ+ Equity,Completed,"no action, but 2016 decision is in effect",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,474,2026-02-11,Completed
208,Abortion/Reproductive Health,"HHS should use EMTALA and Section 504 of the Rehabilitation Act, which prohibits disability discrimination, to investigate instances of infants born alive and left untreated in covered hospitals. CMS, OCR, and OIG should be required to follow through on these investigations with specific enforcement actions",U.S. Department of Health and Human Services,Abortion/Reproductive Health,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,474,2026-02-11,Not initiated
209,Abortion/Reproductive Health,"HHS should revive a Trump Administration proposed regulation, “Special Responsibilities of Medicare Hospitals in Emergency Cases and Discrimination on the Basis of Disability in Critical Health and Human Service Programs or Activities”",U.S. Department of Health and Human Services,Abortion/Reproductive Health,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,474,2026-02-11,Not initiated
210,LGBTQ+ Equity,"The redefinition of sex to cover gender identity and sexual orientation and
pregnancy to cover abortion should be reversed in all HHS and CMS programs",U.S. Department of Health and Human Services,LGBTQ+ Equity,Completed,"HHS rescinded 2022 Guidance on Gender Affirming Care, Civil Rights and Patient Privacy",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,475,2026-02-11,Completed
211,COVID-19/Public Health Emergencies,CMS should pay damages to all medical professionals who were dismissed directly because of the CMS vaccine mandate,U.S. Department of Health and Human Services,COVID-19/Public Health Emergencies,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,476,2026-02-11,Not initiated
212,Children and Families,"Apply the Trump Administration's Supplemental Nutrition Assistance Program (SNAP) rule that “increase[s] program integrity and reduce fraud, waste, and abuse” to the Temporary Assistance for Needy Families (TANF) program",U.S. Department of Health and Human Services,Children and Families,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,476,2026-02-11,Not initiated
213,Children and Families,"HHS should clarify how states, in their quarterly and annual reports, ought to track and audit the outcomes from how they spend TANF funds to meet the TANF program’s four statutory purposes.",U.S. Department of Health and Human Services,Children and Families,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,476,2026-02-11,Not initiated
214,Health Education,"Employ provisions so that these TPP and PREP programs do not serve as advocacy tools to promote sex, promote prostitution, or provide a
funnel effect for abortion facilities and school field trips to clinics, or for similar purposes. Prioritize risk avoidance and any program that submits a proposal that promotes risk rather than health should not be eligible for funding",U.S. Department of Health and Human Services,Health Education,Initiated/Attempted,"HHS defunded CA's PREP program because it ""refused to remove radical gender ideology"", also threatened to cut Nebraska's funding ebcause it refers to gender identity",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,477,2026-02-11,In progress
215,Health Education,HHS should abolish any lists with “approved curriculum”,U.S. Department of Health and Human Services,Health Education,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,477,2026-02-11,Not initiated
216,Health Education,"HHS should create a list of criteria for evaluating the sort of curriculum that should be selected for any sex education grant programs, both at OASH and at ACF",U.S. Department of Health and Human Services,Health Education,Proposed,ACF is currently reviewing PREP program curriculums,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,477,2026-02-11,In progress
217,Children and Families,"HHS, through ACF and the Assistant Secretary for Financial Resources (ASFR), should repeal the unnecessary 2016 regulation that imposes nonstatutory sexual orientation and gender identity nondiscrimination conditions on agency grants and return to the policy of maximizing the options for placing vulnerable children in their forever homes",U.S. Department of Health and Human Services,Children and Families,Completed,ACF has removed HHS sex-based discrimination web page (previously linked here),https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,477,2026-02-11,Completed
